"letter_id";"child_name";"child_age";"city_id";"letter_date";"gift_id"
"1232";"Екатерина Шестакова";"3";"14";"2024-11-12";"13"
"1233";"Владислав Смирнов";"15";"31";"2024-11-03";"77"
"1234";"Владислав Смирнов";"6";"12";"2024-11-01";"30"
"1235";"Виктор Смирнов";"11";"14";"2024-11-29";"72"
"1236";"Максим Артамонов";"5";"13";"2024-11-24";"8"
"1237";"Леонид Ершов";"5";"4";"2024-11-18";"7"
"1238";"Анастасия Трофимова";"10";"7";"2024-11-27";"88"
"1239";"Евгения Суханова";"12";"3";"2024-11-09";"83"
"1240";"Александр Крылов";"12";"43";"2024-11-05";"63"
"1241";"Елена Шестакова";"3";"12";"2024-11-20";"5"
"1242";"Анастасия Савельева";"13";"26";"2024-11-26";"69"
"1243";"Любовь Шестакова";"8";"45";"2024-11-05";"17"
"1244";"Ирина Суханова";"10";"12";"2024-11-01";"60"
"1245";"Роман Соловьев";"11";"35";"2024-11-05";"55"
"1246";"Алина Лебедевскийа";"5";"42";"2024-11-28";"1"
"1247";"Анастасия Куликова";"9";"1";"2024-11-16";"26"
"1248";"Михаил Соколов";"14";"24";"2024-11-01";"78"
"1249";"Даниил Соловьев";"3";"2";"2024-11-11";"14"
"1250";"Владимир Артамонов";"8";"37";"2024-11-11";"40"
"1251";"Маргарита Соболева";"7";"13";"2024-11-27";"19"
"1252";"Владислав Шестаков";"6";"26";"2024-11-07";"47"
"1253";"Екатерина Ефимова";"9";"9";"2024-11-28";"17"
"1254";"Евгения Романова";"9";"10";"2024-11-01";"24"
"1255";"Дмитрий Макаров";"14";"44";"2024-11-15";"81"
"1256";"Владислав Савельев";"12";"43";"2024-11-04";"67"
"1257";"Руслан Захаров";"7";"8";"2024-11-19";"49"
"1258";"Анастасия Шестакова";"9";"13";"2024-11-30";"22"
"1259";"Татьяна Соболева";"13";"18";"2024-11-25";"73"
"1260";"Мария Шестакова";"12";"8";"2024-11-21";"72"
"1261";"Наталья Захарова";"16";"26";"2024-11-11";"57"
"1262";"Вера Горохова";"5";"31";"2024-11-22";"12"
"1263";"Даниил Соколов";"10";"45";"2024-11-01";"63"
"1264";"Любовь Громова";"3";"17";"2024-11-16";"3"
"1265";"Анастасия Савельева";"8";"43";"2024-11-26";"47"
"1266";"Светлана Пономарёва";"14";"30";"2024-11-29";"94"
"1267";"Иван Сидоров";"2";"31";"2024-11-12";"2"
"1268";"Дарья Дьякова";"13";"42";"2024-11-12";"52"
"1269";"Мария Артамонова";"3";"3";"2024-11-06";"1"
"1270";"Полина Пономарёва";"11";"41";"2024-11-02";"65"
"1271";"Егор Малинин";"9";"4";"2024-11-07";"22"
"1272";"Вера Шестакова";"6";"18";"2024-11-28";"38"
"1273";"Елена Куликова";"5";"50";"2024-11-12";"2"
"1274";"Дмитрий Сидоров";"3";"25";"2024-11-09";"14"
"1275";"Олег Смирнов";"11";"21";"2024-11-16";"98"
"1276";"Михаил Мартынов";"8";"34";"2024-11-15";"37"
"1277";"Маргарита Громова";"14";"18";"2024-11-21";"61"
"1278";"Светлана Морозовскийа";"2";"31";"2024-11-15";"10"
"1279";"Владимир Захаров";"15";"4";"2024-11-11";"56"
"1280";"Маргарита Савельева";"4";"33";"2024-11-15";"5"
"1281";"Владислав Смирнов";"2";"42";"2024-11-08";"7"
"1282";"Иван Ефимов";"4";"42";"2024-11-11";"7"
"1283";"Наталья Куликова";"16";"18";"2024-11-16";"80"
"1284";"Михаил Калинин";"11";"22";"2024-11-20";"99"
"1285";"Евгения Морозовскийа";"11";"48";"2024-11-15";"53"
"1286";"Александр Морозов";"13";"3";"2024-11-02";"56"
"1287";"Евгения Бабушкина";"7";"7";"2024-11-11";"35"
"1288";"Михаил Лукин";"4";"14";"2024-11-23";"10"
"1289";"Константин Быков";"6";"12";"2024-11-22";"27"
"1290";"Анастасия Горохова";"7";"46";"2024-11-04";"30"
"1291";"Никита Ефимов";"3";"19";"2024-11-13";"9"
"1292";"Иван Филиппов";"12";"39";"2024-11-18";"86"
"1293";"Наталья Соболева";"7";"5";"2024-11-16";"38"
"1294";"Артем Макаров";"11";"22";"2024-11-26";"75"
"1295";"Константин Быков";"5";"30";"2024-11-24";"3"
"1296";"Виктор Савельев";"9";"43";"2024-11-28";"47"
"1297";"Олег Соловьев";"7";"19";"2024-11-21";"43"
"1298";"Полина Пономарёва";"4";"10";"2024-11-30";"9"
"1299";"Павел Калинин";"4";"45";"2024-11-23";"11"
"1300";"Александр Горохов";"10";"17";"2024-11-06";"74"
"1301";"Павел Савельев";"14";"8";"2024-11-14";"74"
"1302";"Екатерина Артамонова";"7";"45";"2024-11-12";"28"
"1303";"Руслан Суханов";"12";"18";"2024-11-11";"60"
"1304";"Никита Литвинов";"4";"8";"2024-11-25";"5"
"1305";"Илья Соболев";"16";"6";"2024-11-09";"98"
"1306";"Наталья Суханова";"10";"49";"2024-11-28";"67"
"1307";"Леонид Макаров";"11";"34";"2024-11-05";"74"
"1308";"Никита Крылов";"8";"2";"2024-11-26";"45"
"1309";"Максим Иванов";"2";"5";"2024-11-21";"3"
"1310";"Максим Соколов";"11";"45";"2024-11-08";"72"
"1311";"Анастасия Дьякова";"11";"19";"2024-11-25";"81"
"1312";"Роман Михайлов";"13";"5";"2024-11-02";"72"
"1313";"Андрей Новиков";"9";"11";"2024-11-26";"42"
"1314";"Дмитрий Тимофеев";"13";"23";"2024-11-30";"58"
"1315";"Татьяна Дьякова";"6";"46";"2024-11-16";"41"
"1316";"Татьяна Лебедевскийа";"9";"45";"2024-11-22";"33"
"1317";"Вера Лебедевскийа";"8";"13";"2024-11-24";"32"
"1318";"Михаил Морозовский";"2";"8";"2024-11-10";"15"
"1319";"Вера Романова";"7";"20";"2024-11-09";"44"
"1320";"Виктория Ефимова";"3";"5";"2024-11-14";"15"
"1321";"Евгения Савина";"2";"40";"2024-11-26";"6"
"1322";"Виктор Степанов";"13";"15";"2024-11-17";"63"
"1323";"Анастасия Трофимова";"11";"36";"2024-11-28";"55"
"1324";"Евгения Тимофеева";"7";"13";"2024-11-25";"45"
"1325";"Татьяна Пономарёва";"9";"24";"2024-11-09";"49"
"1326";"Руслан Филиппов";"14";"38";"2024-11-09";"57"
"1327";"Олег Егоров";"16";"11";"2024-11-11";"76"
"1328";"Руслан Смирнов";"16";"5";"2024-11-30";"69"
"1329";"Ольга Малинина";"5";"2";"2024-11-22";"13"
"1330";"Дарья Куликова";"7";"10";"2024-11-14";"34"
"1331";"Евгения Лебедевскийа";"11";"7";"2024-11-30";"54"
"1332";"Михаил Савельев";"7";"3";"2024-11-15";"29"
"1333";"Егор Горохов";"12";"34";"2024-11-28";"72"
"1334";"Виктория Тимофеева";"15";"48";"2024-11-23";"71"
"1335";"Павел Воробьев";"14";"1";"2024-11-20";"58"
"1336";"Максим Макаров";"10";"3";"2024-11-19";"97"
"1337";"Руслан Бабушкин";"12";"37";"2024-11-30";"57"
"1338";"Руслан Попов";"6";"27";"2024-11-02";"16"
"1339";"Татьяна Ефимова";"2";"17";"2024-11-28";"5"
"1340";"Павел Куликов";"16";"28";"2024-11-18";"65"
"1341";"Любовь Горохова";"10";"27";"2024-11-06";"54"
"1342";"Мария Бондарева";"15";"45";"2024-11-12";"73"
"1343";"Анастасия Бабушкина";"7";"2";"2024-11-13";"34"
"1344";"Юлия Громова";"2";"5";"2024-11-23";"2"
"1345";"Даниил Михайлов";"9";"42";"2024-11-22";"43"
"1346";"Леонид Литвинов";"3";"9";"2024-11-19";"4"
"1347";"Ольга Калинина";"11";"38";"2024-11-05";"92"
"1348";"Олег Куликов";"4";"13";"2024-11-23";"8"
"1349";"Наталья Соболева";"9";"15";"2024-11-23";"42"
"1350";"Полина Савельева";"8";"27";"2024-11-13";"34"
"1351";"Ирина Громова";"13";"19";"2024-11-25";"75"
"1352";"Ольга Малинина";"7";"33";"2024-11-23";"22"
"1353";"Артем Крылов";"12";"45";"2024-11-15";"79"
"1354";"Юлия Пономарёва";"5";"32";"2024-11-21";"5"
"1355";"Елена Савина";"13";"12";"2024-11-27";"58"
"1356";"Владислав Шестаков";"10";"29";"2024-11-18";"51"
"1357";"Алина Тимофеева";"9";"40";"2024-11-14";"22"
"1358";"Наталья Савина";"13";"5";"2024-11-01";"66"
"1359";"Анна Соболева";"5";"32";"2024-11-27";"12"
"1360";"Юлия Бабушкина";"12";"26";"2024-11-29";"84"
"1361";"Светлана Суханова";"12";"41";"2024-11-11";"56"
"1362";"Ирина Лебедевскийа";"15";"34";"2024-11-09";"52"
"1363";"Виктория Суханова";"8";"33";"2024-11-06";"50"
"1364";"Анна Захарова";"7";"31";"2024-11-02";"34"
"1365";"Роман Лебедевский";"14";"17";"2024-11-14";"55"
"1366";"Виктор Горохов";"7";"25";"2024-11-12";"19"
"1367";"Екатерина Лебедевскийа";"4";"33";"2024-11-06";"9"
"1368";"Руслан Лукин";"15";"49";"2024-11-07";"82"
"1369";"Светлана Малинина";"10";"16";"2024-11-03";"93"
"1370";"Егор Лебедев";"12";"29";"2024-11-29";"58"
"1371";"Андрей Макаров";"12";"20";"2024-11-19";"61"
"1372";"Егор Орлов";"9";"25";"2024-11-26";"21"
"1373";"Леонид Степанов";"9";"45";"2024-11-03";"33"
"1374";"Юлия Соболева";"3";"49";"2024-11-28";"3"
"1375";"Елена Артамонова";"11";"13";"2024-11-02";"53"
"1376";"Екатерина Бондарева";"5";"4";"2024-11-28";"13"
"1377";"Виктор Титов";"7";"46";"2024-11-05";"31"
"1378";"Алина Горохова";"10";"49";"2024-11-11";"54"
"1379";"Анна Дьякова";"3";"15";"2024-11-28";"7"
"1380";"Олег Романов";"6";"2";"2024-11-29";"31"
"1381";"Алина Шестакова";"3";"26";"2024-11-07";"15"
"1382";"Константин Артамонов";"7";"27";"2024-11-03";"33"
"1383";"Мария Савельева";"8";"18";"2024-11-08";"26"
"1384";"Мария Романова";"14";"36";"2024-11-21";"63"
"1385";"Наталья Артамонова";"10";"34";"2024-11-08";"79"
"1386";"Елена Ефимова";"8";"12";"2024-11-10";"21"
"1387";"Константин Титов";"3";"30";"2024-11-30";"10"
"1388";"Анна Куликова";"6";"24";"2024-11-29";"31"
"1389";"Леонид Суханов";"10";"40";"2024-11-07";"91"
"1390";"Анастасия Лебедевскийа";"5";"49";"2024-11-19";"3"
"1391";"Михаил Тимофеев";"11";"50";"2024-11-02";"93"
"1392";"Алина Шестакова";"15";"27";"2024-11-10";"100"
"1393";"Любовь Лукина";"16";"39";"2024-11-20";"90"
"1394";"Ирина Куликова";"14";"37";"2024-11-01";"66"
"1395";"Даниил Лебедев";"3";"25";"2024-11-15";"10"
"1396";"Александр Крылов";"10";"20";"2024-11-14";"85"
"1397";"Екатерина Романова";"5";"43";"2024-11-13";"3"
"1398";"Любовь Калинина";"11";"31";"2024-11-25";"96"
"1399";"Любовь Лебедевскийа";"15";"36";"2024-11-02";"96"
"1400";"Артем Калинин";"14";"23";"2024-11-01";"71"
"1401";"Полина Малинина";"8";"29";"2024-11-10";"20"
"1402";"Екатерина Трофимова";"9";"32";"2024-11-22";"50"
"1403";"Вера Соболева";"2";"39";"2024-11-08";"15"
"1404";"Елена Романова";"5";"19";"2024-11-12";"3"
"1405";"Юлия Тимофеева";"12";"22";"2024-11-24";"90"
"1406";"Юлия Ефимова";"4";"2";"2024-11-03";"6"
"1407";"Ксения Лебедевскийа";"13";"25";"2024-11-24";"59"
"1408";"Максим Лебедевский";"11";"31";"2024-11-04";"52"
"1409";"Ксения Артамонова";"4";"40";"2024-11-18";"1"
"1410";"Елена Трофимова";"3";"1";"2024-11-19";"7"
"1411";"Сергей Шестаков";"9";"3";"2024-11-21";"48"
"1412";"Константин Громов";"2";"3";"2024-11-25";"7"
"1413";"Роман Воробьев";"4";"8";"2024-11-13";"1"
"1414";"Павел Ефимов";"2";"21";"2024-11-17";"1"
"1415";"Владимир Громов";"12";"7";"2024-11-17";"92"
"1416";"Вера Савина";"3";"31";"2024-11-19";"1"
"1417";"Михаил Соколов";"13";"26";"2024-11-09";"64"
"1418";"Олег Егоров";"6";"36";"2024-11-23";"21"
"1419";"Евгения Бабушкина";"4";"23";"2024-11-29";"5"
"1420";"Ольга Савельева";"4";"3";"2024-11-18";"2"
"1421";"Любовь Шестакова";"10";"32";"2024-11-09";"60"
"1422";"Наталья Захарова";"7";"34";"2024-11-12";"23"
"1423";"Олег Крылов";"6";"48";"2024-11-30";"46"
"1424";"Владислав Николаев";"10";"20";"2024-11-24";"89"
"1425";"Виктория Шестакова";"11";"32";"2024-11-30";"53"
"1426";"Олег Федоров";"9";"23";"2024-11-06";"22"
"1427";"Александр Захаров";"8";"30";"2024-11-19";"35"
"1428";"Владислав Трофимов";"8";"39";"2024-11-08";"38"
"1429";"Светлана Горохова";"4";"6";"2024-11-04";"8"
"1430";"Роман Сидоров";"3";"41";"2024-11-04";"4"
"1431";"Максим Захаров";"8";"46";"2024-11-24";"36"
"1432";"Павел Калинин";"9";"24";"2024-11-27";"48"
"1433";"Юлия Тимофеева";"2";"34";"2024-11-16";"2"
"1434";"Егор Морозовский";"2";"2";"2024-11-08";"10"
"1435";"Сергей Дьяков";"16";"8";"2024-11-28";"53"
"1436";"Владимир Филиппов";"8";"42";"2024-11-08";"33"
"1437";"Андрей Куликов";"7";"27";"2024-11-27";"47"
"1438";"Анастасия Романова";"7";"47";"2024-11-20";"37"
"1439";"Анастасия Бондарева";"3";"43";"2024-11-23";"11"
"1440";"Дмитрий Титов";"4";"10";"2024-11-13";"5"
"1441";"Анна Суханова";"10";"50";"2024-11-19";"86"
"1442";"Павел Громов";"14";"6";"2024-11-17";"66"
"1443";"Виктор Литвинов";"15";"8";"2024-11-05";"90"
"1444";"Илья Иванов";"4";"10";"2024-11-06";"9"
"1445";"Вера Морозовскийа";"15";"26";"2024-11-14";"83"
"1446";"Даниил Куликов";"15";"44";"2024-11-25";"65"
"1447";"Сергей Савин";"7";"47";"2024-11-06";"43"
"1448";"Владимир Лукин";"11";"18";"2024-11-14";"66"
"1449";"Полина Шестакова";"8";"34";"2024-11-23";"44"
"1450";"Владимир Мартынов";"10";"25";"2024-11-12";"62"
"1451";"Михаил Бабушкин";"3";"2";"2024-11-10";"12"
"1452";"Павел Калинин";"4";"9";"2024-11-23";"12"
"1453";"Дарья Пономарёва";"10";"19";"2024-11-28";"56"
"1454";"Вера Тимофеева";"9";"45";"2024-11-23";"19"
"1455";"Анастасия Шестакова";"12";"48";"2024-11-07";"68"
"1456";"Олег Смирнов";"13";"5";"2024-11-18";"53"
"1457";"Владислав Дьяков";"3";"49";"2024-11-19";"9"
"1458";"Мария Морозовскийа";"11";"18";"2024-11-18";"52"
"1459";"Никита Крылов";"6";"3";"2024-11-11";"28"
"1460";"Мария Савина";"2";"46";"2024-11-24";"15"
"1461";"Никита Зимин";"5";"6";"2024-11-22";"3"
"1462";"Ирина Савельева";"4";"49";"2024-11-30";"6"
"1463";"Леонид Горохов";"14";"50";"2024-11-06";"51"
"1464";"Андрей Громов";"14";"20";"2024-11-10";"60"
"1465";"Константин Ершов";"15";"25";"2024-11-19";"96"
"1466";"Анастасия Тимофеева";"10";"10";"2024-11-20";"69"
"1467";"Виктор Суханов";"2";"17";"2024-11-24";"15"
"1468";"Виктор Ершов";"7";"4";"2024-11-06";"43"
"1469";"Мария Лебедевскийа";"4";"7";"2024-11-12";"1"
"1470";"Александр Соколов";"12";"15";"2024-11-10";"66"
"1471";"Виктория Куликова";"8";"9";"2024-11-30";"20"
"1472";"Полина Малинина";"3";"12";"2024-11-15";"9"
"1473";"Виктор Титов";"9";"39";"2024-11-06";"29"
"1474";"Илья Суханов";"16";"45";"2024-11-22";"90"
"1475";"Дмитрий Николаев";"5";"27";"2024-11-03";"6"
"1476";"Дмитрий Федоров";"5";"35";"2024-11-18";"9"
"1477";"Ольга Пономарёва";"3";"7";"2024-11-13";"14"
"1478";"Мария Морозовскийа";"11";"41";"2024-11-30";"85"
"1479";"Светлана Захарова";"12";"37";"2024-11-12";"76"
"1480";"Татьяна Артамонова";"7";"48";"2024-11-19";"36"
"1481";"Екатерина Соболева";"14";"46";"2024-11-27";"54"
"1482";"Владислав Ершов";"8";"6";"2024-11-05";"44"
"1483";"Виктория Горохова";"5";"16";"2024-11-25";"9"
"1484";"Дмитрий Лукин";"12";"18";"2024-11-23";"55"
"1485";"Анна Захарова";"2";"40";"2024-11-24";"2"
"1486";"Елена Морозовскийа";"2";"50";"2024-11-16";"10"
"1487";"Дмитрий Савин";"7";"15";"2024-11-22";"41"
"1488";"Ксения Шестакова";"13";"30";"2024-11-30";"84"
"1489";"Владислав Дьяков";"8";"45";"2024-11-05";"46"
"1490";"Полина Куликова";"13";"50";"2024-11-14";"79"
"1491";"Егор Филиппов";"8";"13";"2024-11-18";"31"
"1492";"Ирина Морозовскийа";"6";"38";"2024-11-05";"34"
"1493";"Роман Бондарев";"11";"8";"2024-11-28";"70"
"1494";"Иван Орлов";"15";"27";"2024-11-20";"51"
"1495";"Владимир Козлов";"16";"28";"2024-11-19";"52"
"1496";"Андрей Зимин";"2";"31";"2024-11-23";"3"
"1497";"Екатерина Горохова";"16";"38";"2024-11-21";"55"
"1498";"Леонид Попов";"3";"34";"2024-11-29";"2"
"1499";"Екатерина Романова";"9";"50";"2024-11-10";"20"
"1500";"Дарья Куликова";"16";"25";"2024-11-29";"58"
"1501";"Илья Дьяков";"3";"7";"2024-11-05";"9"
"1502";"Виктория Дьякова";"15";"20";"2024-11-08";"73"
"1503";"Константин Зимин";"2";"49";"2024-11-03";"4"
"1504";"Ксения Громова";"4";"42";"2024-11-21";"5"
"1505";"Олег Дьяков";"10";"10";"2024-11-15";"72"
"1506";"Екатерина Суханова";"15";"48";"2024-11-16";"86"
"1507";"Юлия Бондарева";"14";"24";"2024-11-17";"80"
"1508";"Анастасия Лукина";"16";"7";"2024-11-29";"93"
"1509";"Ксения Тимофеева";"5";"26";"2024-11-29";"12"
"1510";"Дмитрий Пономарёв";"12";"30";"2024-11-19";"81"
"1511";"Артем Лебедевский";"12";"44";"2024-11-13";"77"
"1512";"Владимир Иванов";"2";"5";"2024-11-23";"9"
"1513";"Алина Малинина";"2";"24";"2024-11-12";"4"
"1514";"Татьяна Куликова";"10";"43";"2024-11-18";"93"
"1515";"Екатерина Дьякова";"6";"22";"2024-11-05";"46"
"1516";"Любовь Пономарёва";"10";"43";"2024-11-16";"90"
"1517";"Михаил Макаров";"13";"24";"2024-11-30";"90"
"1518";"Александр Лебедевский";"12";"18";"2024-11-15";"63"
"1519";"Илья Трофимов";"8";"43";"2024-11-25";"26"
"1520";"Артем Крылов";"12";"39";"2024-11-24";"82"
"1521";"Дмитрий Ефимов";"12";"17";"2024-11-23";"54"
"1522";"Татьяна Артамонова";"4";"28";"2024-11-12";"8"
"1523";"Леонид Егоров";"4";"35";"2024-11-05";"11"
"1524";"Мария Тимофеева";"5";"29";"2024-11-12";"11"
"1525";"Олег Лебедевский";"5";"27";"2024-11-25";"3"
"1526";"Иван Макаров";"2";"36";"2024-11-05";"13"
"1527";"Татьяна Лебедевскийа";"7";"48";"2024-11-27";"16"
"1528";"Светлана Лебедевскийа";"15";"8";"2024-11-30";"51"
"1529";"Александр Титов";"14";"33";"2024-11-13";"96"
"1530";"Екатерина Куликова";"14";"25";"2024-11-04";"84"
"1531";"Дмитрий Морозов";"12";"5";"2024-11-23";"82"
"1532";"Виктория Бабушкина";"6";"3";"2024-11-13";"45"
"1533";"Роман Смирнов";"15";"37";"2024-11-13";"90"
"1534";"Александр Громов";"4";"41";"2024-11-22";"5"
"1535";"Леонид Иванов";"10";"41";"2024-11-04";"58"
"1536";"Мария Громова";"8";"18";"2024-11-17";"42"
"1537";"Ксения Громова";"15";"30";"2024-11-14";"97"
"1538";"Даниил Лукин";"6";"9";"2024-11-06";"23"
"1539";"Виктор Зимин";"4";"47";"2024-11-03";"5"
"1540";"Любовь Соболева";"16";"32";"2024-11-23";"57"
"1541";"Вера Шестакова";"2";"25";"2024-11-30";"11"
"1542";"Артем Новиков";"16";"2";"2024-11-06";"71"
"1543";"Ольга Лебедевскийа";"11";"4";"2024-11-23";"87"
"1544";"Светлана Морозовскийа";"12";"17";"2024-11-06";"73"
"1545";"Егор Логинов";"2";"50";"2024-11-12";"7"
"1546";"Светлана Лукина";"11";"46";"2024-11-11";"66"
"1547";"Никита Романов";"2";"16";"2024-11-24";"15"
"1548";"Олег Быков";"8";"31";"2024-11-23";"27"
"1549";"Егор Быков";"10";"14";"2024-11-25";"91"
"1550";"Любовь Савельева";"7";"27";"2024-11-21";"30"
"1551";"Анна Пономарёва";"11";"19";"2024-11-09";"65"
"1552";"Анна Лукина";"4";"19";"2024-11-27";"3"
"1553";"Наталья Бабушкина";"10";"1";"2024-11-10";"70"
"1554";"Владислав Морозов";"11";"26";"2024-11-17";"94"
"1555";"Татьяна Дьякова";"8";"13";"2024-11-15";"38"
"1556";"Андрей Мартынов";"14";"3";"2024-11-27";"72"
"1557";"Даниил Быков";"3";"34";"2024-11-08";"3"
"1558";"Александр Воробьев";"11";"6";"2024-11-04";"93"
"1559";"Елена Трофимова";"6";"48";"2024-11-11";"46"
"1560";"Роман Филиппов";"5";"11";"2024-11-29";"14"
"1561";"Полина Лукина";"5";"7";"2024-11-22";"15"
"1562";"Даниил Попов";"6";"13";"2024-11-08";"50"
"1563";"Ольга Соболева";"9";"21";"2024-11-09";"44"
"1564";"Даниил Пономарёв";"15";"43";"2024-11-26";"92"
"1565";"Олег Лебедевский";"11";"32";"2024-11-12";"67"
"1566";"Леонид Михайлов";"10";"31";"2024-11-04";"94"
"1567";"Андрей Савельев";"11";"15";"2024-11-13";"84"
"1568";"Максим Логинов";"12";"38";"2024-11-30";"52"
"1569";"Михаил Шестаков";"5";"4";"2024-11-22";"2"
"1570";"Алина Савина";"16";"10";"2024-11-23";"87"
"1571";"Артем Савин";"10";"43";"2024-11-25";"90"
"1572";"Роман Ефимов";"7";"22";"2024-11-24";"34"
"1573";"Мария Морозовскийа";"5";"16";"2024-11-30";"13"
"1574";"Андрей Козлов";"12";"19";"2024-11-21";"52"
"1575";"Олег Лебедевский";"2";"45";"2024-11-19";"7"
"1576";"Иван Иванов";"7";"47";"2024-11-18";"41"
"1577";"Дмитрий Бондарев";"6";"7";"2024-11-13";"45"
"1578";"Дарья Тимофеева";"2";"25";"2024-11-11";"11"
"1579";"Илья Сидоров";"16";"9";"2024-11-16";"99"
"1580";"Никита Быков";"11";"21";"2024-11-29";"75"
"1581";"Максим Трофимов";"4";"47";"2024-11-28";"5"
"1582";"Ирина Савина";"9";"50";"2024-11-09";"48"
"1583";"Маргарита Бабушкина";"13";"5";"2024-11-01";"92"
"1584";"Алина Савельева";"7";"31";"2024-11-15";"32"
"1585";"Наталья Горохова";"5";"31";"2024-11-04";"1"
"1586";"Юлия Суханова";"6";"7";"2024-11-12";"35"
"1587";"Александр Воробьев";"8";"16";"2024-11-30";"27"
"1588";"Роман Савельев";"14";"48";"2024-11-06";"94"
"1589";"Анастасия Суханова";"13";"12";"2024-11-15";"78"
"1590";"Елена Морозовскийа";"16";"22";"2024-11-18";"69"
"1591";"Владимир Пономарёв";"7";"48";"2024-11-02";"27"
"1592";"Леонид Новиков";"13";"3";"2024-11-12";"63"
"1593";"Ирина Савельева";"14";"25";"2024-11-21";"51"
"1594";"Михаил Егоров";"7";"2";"2024-11-04";"29"
"1595";"Сергей Лебедевский";"10";"6";"2024-11-04";"98"
"1596";"Полина Артамонова";"9";"6";"2024-11-03";"34"
"1597";"Даниил Крылов";"12";"14";"2024-11-22";"61"
"1598";"Владислав Савин";"12";"2";"2024-11-18";"76"
"1599";"Дмитрий Горохов";"2";"9";"2024-11-08";"2"
"1600";"Екатерина Трофимова";"13";"46";"2024-11-02";"96"
"1601";"Юлия Громова";"4";"21";"2024-11-16";"4"
"1602";"Константин Бабушкин";"3";"5";"2024-11-03";"14"
"1603";"Евгения Артамонова";"3";"19";"2024-11-26";"13"
"1604";"Ксения Суханова";"15";"15";"2024-11-26";"89"
"1605";"Татьяна Соболева";"6";"19";"2024-11-18";"38"
"1606";"Юлия Савина";"3";"37";"2024-11-10";"3"
"1607";"Виктор Макаров";"9";"21";"2024-11-25";"43"
"1608";"Александр Воробьев";"12";"13";"2024-11-15";"72"
"1609";"Маргарита Шестакова";"12";"17";"2024-11-26";"62"
"1610";"Анастасия Артамонова";"5";"23";"2024-11-03";"2"
"1611";"Светлана Соболева";"16";"39";"2024-11-07";"71"
"1612";"Полина Лебедевскийа";"16";"32";"2024-11-29";"53"
"1613";"Екатерина Дьякова";"4";"30";"2024-11-28";"11"
"1614";"Екатерина Савина";"11";"45";"2024-11-25";"57"
"1615";"Наталья Романова";"11";"9";"2024-11-17";"67"
"1616";"Вера Лукина";"7";"23";"2024-11-30";"49"
"1617";"Даниил Орлов";"8";"49";"2024-11-12";"18"
"1618";"Иван Трофимов";"3";"48";"2024-11-27";"5"
"1619";"Павел Гаврилов";"6";"39";"2024-11-23";"37"
"1620";"Наталья Романова";"2";"44";"2024-11-16";"3"
"1621";"Павел Лебедев";"4";"27";"2024-11-30";"14"
"1622";"Ирина Бабушкина";"4";"1";"2024-11-29";"7"
"1623";"Алина Бабушкина";"16";"30";"2024-11-21";"64"
"1624";"Татьяна Артамонова";"11";"43";"2024-11-22";"74"
"1625";"Иван Артамонов";"7";"35";"2024-11-02";"43"
"1626";"Константин Тимофеев";"5";"23";"2024-11-21";"14"
"1627";"Ольга Бабушкина";"4";"40";"2024-11-25";"3"
"1628";"Виктория Морозовскийа";"11";"6";"2024-11-30";"91"
"1629";"Руслан Малинин";"3";"9";"2024-11-16";"12"
"1630";"Юлия Бабушкина";"3";"39";"2024-11-24";"1"
"1631";"Владислав Быков";"6";"16";"2024-11-14";"36"
"1632";"Роман Новиков";"16";"19";"2024-11-14";"81"
"1633";"Илья Горбунов";"3";"34";"2024-11-20";"10"
"1634";"Павел Филиппов";"14";"14";"2024-11-05";"55"
"1635";"Наталья Куликова";"14";"18";"2024-11-14";"83"
"1636";"Михаил Мартынов";"12";"2";"2024-11-14";"100"
"1637";"Александр Савин";"16";"44";"2024-11-26";"66"
"1638";"Юлия Артамонова";"10";"33";"2024-11-17";"91"
"1639";"Наталья Шестакова";"5";"49";"2024-11-13";"5"
"1640";"Анастасия Лукина";"8";"40";"2024-11-05";"49"
"1641";"Татьяна Захарова";"8";"36";"2024-11-26";"23"
"1642";"Руслан Степанов";"9";"14";"2024-11-04";"44"
"1643";"Даниил Логинов";"8";"4";"2024-11-28";"40"
"1644";"Михаил Козлов";"2";"18";"2024-11-29";"3"
"1645";"Екатерина Громова";"13";"37";"2024-11-11";"88"
"1646";"Егор Сидоров";"3";"37";"2024-11-06";"9"
"1647";"Вера Горохова";"14";"3";"2024-11-20";"82"
"1648";"Юлия Куликова";"15";"3";"2024-11-22";"93"
"1649";"Дарья Захарова";"2";"7";"2024-11-11";"12"
"1650";"Леонид Федоров";"13";"48";"2024-11-12";"55"
"1651";"Никита Калинин";"6";"26";"2024-11-30";"27"
"1652";"Константин Титов";"12";"9";"2024-11-04";"70"
"1653";"Алина Лебедевскийа";"13";"14";"2024-11-26";"60"
"1654";"Евгения Тимофеева";"15";"41";"2024-11-11";"93"
"1655";"Наталья Морозовскийа";"5";"22";"2024-11-05";"11"
"1656";"Владислав Захаров";"4";"18";"2024-11-15";"8"
"1657";"Константин Калинин";"6";"47";"2024-11-08";"28"
"1658";"Павел Быков";"14";"33";"2024-11-26";"67"
"1659";"Сергей Федоров";"16";"33";"2024-11-21";"63"
"1660";"Максим Лукин";"2";"10";"2024-11-02";"11"
"1661";"Анна Куликова";"3";"18";"2024-11-25";"12"
"1662";"Владислав Трофимов";"12";"37";"2024-11-26";"68"
